City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,tadmur,34.5608,38.2805,25.78,31,100,5.31,SY,1698607099
288,callao,-12.0667,-77.15,22.16,73,0,6.17,PE,1698607099
289,east london,-33.0153,27.9116,14.88,64,100,4.89,ZA,1698606859
290,mocorito,25.4833,-107.9167,28.45,39,0,2.17,MX,1698607100
291,utete,-7.986,38.758,25.48,86,29,3.79,TZ,1698607100
292,safi,32.1667,-8.8333,18.38,63,100,2.64,MA,1698607100
293,ahar,38.4774,47.0699,15.25,47,92,0.82,IR,1698607100
294,nemuro,43.3236,145.575,9.86,71,38,4.05,JP,1698607101
295,kapa'a,22.0752,-159.319,27.99,82,0,2.06,US,1698607101
296,haiku-pauwela,20.9219,-156.3051,26.76,61,20,3.09,US,1698607101
297,majuro,7.0897,171.3803,26.98,83,100,3.6,MH,1698607101
298,javea,38.7833,0.1667,19.35,69,100,2.68,ES,1698607102
299,ashland,40.8167,-82.2665,11.17,97,100,3.1,US,1698607102
300,harnai,30.1005,67.9374,21.24,36,93,1.0,PK,1698607102
301,kivsharivka,49.6213,37.7036,7.69,80,14,2.46,UA,1698607102
302,olavarria,-36.8927,-60.3225,18.77,51,100,2.01,AR,1698607103
303,lata,40.1629,-8.3327,17.12,96,83,2.2,PT,1698607103
304,sa kaeo,13.75,102.3333,24.5,91,93,1.03,TH,1698607103
305,hammerfest,70.6634,23.6821,-2.75,80,40,1.03,NO,1698607103
306,argo,37.6333,22.7333,19.32,69,7,1.1,GR,1698607103
307,rosarito,32.3333,-117.0333,27.18,23,0,5.44,MX,1698607104
308,tralee,52.2704,-9.7026,8.53,92,97,1.27,IE,1698607104
309,harper,4.375,-7.7169,26.01,85,0,2.9,LR,1698607104
310,akureyri,65.6835,-18.0878,-4.04,93,0,2.57,IS,1698607104
311,north bay,46.3168,-79.4663,6.64,65,100,2.57,CA,1698607104
312,dzhalagash,45.0833,64.6667,15.59,58,76,3.08,KZ,1698607105
313,taltal,-25.4,-70.4833,18.17,71,31,3.05,CL,1698607105
314,arteche,12.2645,125.4048,25.69,89,100,3.88,PH,1698607105
315,kailua-kona,19.6406,-155.9956,29.04,70,40,3.09,US,1698607105
316,port lincoln,-34.7333,135.8667,12.54,85,2,5.25,AU,1698607105
317,barra de santo antonio,-9.4047,-35.5072,27.6,68,100,5.0,BR,1698607105
318,ust-nera,64.5667,143.2,-17.9,97,62,0.81,RU,1698607106
319,leava,-14.3,-178.1667,27.25,80,13,2.98,WF,1698607106
320,grand falls-windsor,48.9332,-55.6649,5.84,59,6,3.13,CA,1698607106
321,rada tilly,-45.9333,-67.5333,13.27,30,75,5.14,AR,1698607106
322,qamdo,31.1667,97.2333,-2.84,36,100,0.96,CN,1698607107
323,russellville,35.2784,-93.1338,11.1,90,100,3.09,US,1698607107
324,filiatra,37.15,21.5833,21.5,74,64,4.51,GR,1698607107
325,happy valley-goose bay,53.3168,-60.3315,2.17,48,75,12.86,CA,1698607107
326,augusto correa,-1.0217,-46.635,30.45,59,56,4.42,BR,1698607107
327,al burayqah,30.4062,19.5739,23.71,70,0,5.78,LY,1698607107
328,mingora,34.7758,72.3625,16.88,57,7,2.28,PK,1698607108
329,laojunmiao,39.8333,97.7333,8.15,29,11,2.89,CN,1698607108
330,cooma,-36.2333,149.1333,10.78,44,100,2.92,AU,1698607108
331,kisangani,0.5167,25.2,26.17,68,81,1.12,CD,1698607108
332,kampong thom,12.7111,104.8887,24.94,93,100,1.83,KH,1698607109
333,dapa,9.7594,126.0531,26.39,84,54,1.69,PH,1698607109
334,newport,51.5877,-2.9984,12.35,81,52,8.77,GB,1698607109
335,kiunga,-6.1219,141.2906,22.89,100,100,0.31,PG,1698607109
336,dunedin,-45.8742,170.5036,8.76,83,100,0.36,NZ,1698606979
337,aswan,24.0934,32.907,30.38,30,0,4.42,EG,1698607109
338,bereeda,11.8704,51.0579,26.54,77,86,3.47,SO,1698607109
339,walvis bay,-22.9575,14.5053,14.64,87,0,1.91,NA,1698607110
340,montevideo,-34.8335,-56.1674,23.01,60,20,7.72,UY,1698606841
341,hillvue,-31.1244,150.915,7.95,81,0,1.54,AU,1698607110
342,yokadouma,3.5167,15.05,23.09,87,46,0.91,CM,1698607110
343,itamaraca,-7.7478,-34.8256,28.03,67,100,6.29,BR,1698607111
344,tarauaca,-8.1614,-70.7656,26.67,73,100,2.25,BR,1698607111
345,al quwayrah,29.8004,35.3116,22.0,54,43,1.36,JO,1698607111
346,dzierzgon,53.922,19.3471,13.21,83,100,6.13,PL,1698607111
347,san antonio,29.4241,-98.4936,32.25,57,75,3.6,US,1698607053
348,arteaga,18.4667,-102.4167,26.89,58,37,0.6,MX,1698607111
349,kharkhorin,47.1975,102.8238,0.16,64,100,0.5,MN,1698607112
350,vodnany,49.1479,14.1751,12.91,87,99,1.94,CZ,1698607112
351,rupert,42.6191,-113.6772,2.97,35,0,4.12,US,1698607112
352,nouadhibou,20.931,-17.0347,22.2,85,0,8.5,MR,1698607112
353,nyurba,63.2842,118.3319,-9.9,92,98,3.21,RU,1698607112
354,nimbahera,24.6167,74.6833,22.68,40,30,2.52,IN,1698607112
355,lerwick,60.1545,-1.1494,8.0,68,14,13.15,GB,1698607112
356,codrington,-38.2667,141.9667,9.94,87,7,6.15,AU,1698607113
357,morehead city,34.7229,-76.726,28.01,76,0,4.63,US,1698607113
358,huarmey,-10.0681,-78.1522,23.14,74,19,5.92,PE,1698607113
359,pandan,14.0453,124.1694,27.24,80,100,5.94,PH,1698607113
360,klin,56.3333,36.7333,-0.67,89,100,2.27,RU,1698607113
361,castro marim,37.2207,-7.4435,18.49,78,100,6.71,PT,1698607113
362,christchurch,-43.5333,172.6333,13.28,81,40,3.6,NZ,1698606982
363,paramonga,-10.6667,-77.8333,22.11,76,29,5.79,PE,1698607114
364,sonoita,31.85,-112.8333,24.56,14,0,5.65,MX,1698607114
365,enewetak,11.3474,162.3373,28.77,76,76,8.49,MH,1698607114
366,zhengjiatun,43.5064,123.5064,12.3,67,87,5.39,CN,1698607114
367,ta`u,-14.2336,-169.5144,26.89,80,75,5.38,AS,1698607115
368,vadso,70.0744,29.7487,-4.91,86,75,4.63,NO,1698607115
369,kargasok,59.0556,80.8572,-11.13,94,50,1.34,RU,1698607115
370,kone,-21.0595,164.8658,18.49,68,33,1.47,NC,1698607115
371,copiapo,-27.3667,-70.3333,17.83,29,0,4.62,CL,1698607005
372,rehoboth,-23.3167,17.0833,23.28,11,3,3.11,NA,1698607115
373,klyuchi,52.2667,79.1667,-0.92,93,100,1.77,RU,1698607115
374,zhumysker,49.3333,49.4,9.14,71,20,8.35,KZ,1698607116
375,roven'ky,48.0833,39.3776,9.95,79,12,2.64,UA,1698607116
376,albania,41.0,20.0,18.39,68,0,1.56,AL,1698607116
377,al mayadin,35.0209,40.4535,28.17,30,100,0.9,SY,1698607116
378,rongelap,11.1635,166.8941,28.55,70,100,9.02,MH,1698607117
379,mount pearl,47.5166,-52.7813,7.81,67,75,11.32,CA,1698607117
380,tamandare,-8.7597,-35.1047,26.62,63,100,4.76,BR,1698607117
381,katsuura,35.1333,140.3,15.28,65,0,5.33,JP,1698607117
382,caleta de carquin,-11.0925,-77.6267,22.2,76,74,5.82,PE,1698607118
383,old town,50.087,14.4202,14.55,79,0,5.14,CZ,1698606970
384,franceville,-1.6333,13.5836,25.61,77,71,0.51,GA,1698607118
385,dori,14.0354,-0.0345,33.24,15,6,3.08,BF,1698607118
386,belyy yar,53.6039,91.3903,-9.06,79,0,2.0,RU,1698607118
387,northam,51.0333,-4.2167,11.45,87,100,9.76,GB,1698607119
388,sumbe,-11.2061,13.8437,24.8,89,69,4.09,AO,1698607119
389,sao jose da coroa grande,-8.8978,-35.1478,26.38,65,100,5.0,BR,1698607119
390,angra do heroismo,38.65,-27.2167,16.34,81,20,1.34,PT,1698606974
391,moose jaw,50.4001,-105.5344,-2.86,74,100,9.77,CA,1698607119
392,ciudad lazaro cardenas,17.9583,-102.2,30.25,65,51,2.57,MX,1698606821
393,keban,38.7978,38.7336,19.62,53,100,0.22,TR,1698607119
394,sarykemer,43.0,71.5,15.71,38,21,2.92,KZ,1698607120
395,vorgashor,67.5833,63.95,-16.9,97,21,2.47,RU,1698607120
396,hilo,19.7297,-155.09,28.4,62,20,0.0,US,1698607120
397,banjarmasin,-3.3244,114.591,26.08,83,10,0.93,ID,1698607120
398,zindah jan,34.3426,61.7468,21.47,31,5,1.84,AF,1698607120
399,homosassa springs,28.8036,-82.5759,32.91,56,0,3.6,US,1698606955
400,mwene-ditu,-7.0,23.45,22.23,75,13,1.34,CD,1698607121
401,egilsstadir,65.2653,-14.3948,0.95,100,100,2.06,IS,1698607121
402,eatonton,33.3268,-83.3885,29.57,59,0,2.76,US,1698607121
403,maraba,-5.3686,-49.1178,34.1,55,40,2.57,BR,1698606846
404,evanston,42.0411,-87.6901,8.1,78,100,6.69,US,1698607122
405,swakopmund,-22.6833,14.5333,14.48,88,0,1.29,NA,1698607122
406,sisimiut,66.9395,-53.6735,-3.71,71,100,4.81,GL,1698607122
407,nogliki,51.8333,143.1667,-0.37,80,4,3.13,RU,1698607122
408,ust'-barguzin,53.45,108.9833,-4.59,83,87,1.99,RU,1698607122
409,howard springs,-12.497,131.047,27.68,85,82,1.64,AU,1698607123
410,port saint john's,-31.6229,29.5448,15.64,56,100,4.44,ZA,1698607123
411,sangmelima,2.9333,11.9833,23.14,81,99,0.68,CM,1698607123
412,renukut,24.2,83.0333,19.18,60,0,0.99,IN,1698607123
413,yuzhno-kurilsk,44.0306,145.8556,7.99,76,5,2.63,RU,1698607123
414,strzelce krajenskie,52.8773,15.5298,12.74,80,100,5.45,PL,1698607124
415,vangaindrano,-23.35,47.6,24.14,89,70,4.3,MG,1698607124
416,puerto leguizamo,-0.1934,-74.7819,26.04,75,100,1.66,CO,1698607124
417,thinadhoo,0.5333,72.9333,27.41,77,100,7.33,MV,1698607124
418,mar del plata,-38.0023,-57.5575,18.01,42,75,9.83,AR,1698606928
419,cidreira,-30.1811,-50.2056,22.97,80,39,4.45,BR,1698607125
420,san miguel,13.4833,-88.1833,28.88,73,93,1.64,SV,1698607125
421,lihue,21.9789,-159.3672,27.58,81,0,2.06,US,1698607125
422,slave lake,55.2834,-114.769,0.99,64,0,2.57,CA,1698607125
423,levuka,50.1834,-105.4011,-3.1,84,99,6.27,CA,1698607125
424,kalmunai,7.4167,81.8167,25.7,81,100,2.35,LK,1698607125
425,kavieng,-2.5744,150.7967,26.0,86,100,7.65,PG,1698606968
426,kolyvan',55.3053,82.7391,-9.21,90,13,2.61,RU,1698607126
427,mont-laurier,46.5501,-75.4993,4.79,44,100,0.23,CA,1698607126
428,acapulco de juarez,16.8634,-99.8901,29.48,72,64,3.61,MX,1698607053
429,seosan,36.7817,126.4522,12.93,79,100,1.34,KR,1698607126
430,alofi,-19.0595,-169.9187,25.94,78,100,7.2,NU,1698607126
431,peterhead,57.5058,-1.7981,8.22,78,100,10.13,GB,1698607126
432,labytnangi,66.6572,66.4183,-13.53,98,99,1.52,RU,1698607126
433,nurabad,34.0734,47.9725,11.91,32,64,0.57,IR,1698607127
434,bafoulabe,13.8065,-10.8321,29.71,52,100,2.41,ML,1698607127
435,richards bay,-28.783,32.0377,16.65,58,100,7.33,ZA,1698607127
436,posse,-14.0931,-46.3694,37.03,18,45,1.29,BR,1698607127
437,chinde,26.8418,88.0763,13.94,77,0,2.19,NP,1698607127
438,port augusta,-32.5,137.7667,12.57,63,100,1.94,AU,1698607127
439,aykhal,66.0,111.5,-24.09,98,76,2.59,RU,1698607127
440,cuauhtemoc,28.4167,-106.8667,23.99,8,0,5.48,MX,1698606977
441,mpika,-11.8343,31.4529,23.09,44,80,2.68,ZM,1698607128
442,nochistlan de mejia,21.3667,-102.85,25.92,37,15,0.87,MX,1698607128
443,colon,9.3592,-79.9014,27.73,76,92,2.24,PA,1698607128
444,kirakira,-10.4544,161.9205,25.23,88,90,3.06,SB,1698607128
445,boguchany,58.3814,97.4531,-7.86,79,12,1.34,RU,1698607128
446,cudillero,43.5622,-6.1459,14.25,90,75,1.54,ES,1698607128
447,shizuishan,39.2333,106.7694,11.98,30,0,3.2,CN,1698607129
448,tsiombe,-25.3,45.4833,23.59,78,0,2.73,MG,1698607129
449,saint-pierre,-21.3393,55.4781,24.82,83,100,5.66,RE,1698607129
450,remire-montjoly,4.9167,-52.2667,33.02,55,0,5.14,GF,1698607129
451,thunder bay,48.4001,-89.3168,0.99,47,75,5.66,CA,1698607066
452,mount gambier,-37.8333,140.7667,10.49,90,54,4.33,AU,1698607129
453,lazaro cardenas,17.9583,-102.2,30.25,65,51,2.57,MX,1698607129
454,rio branco,-9.9747,-67.81,26.34,89,75,2.06,BR,1698607130
455,eyl,7.9803,49.8164,26.81,77,100,5.57,SO,1698607130
456,palikir - national government center,6.9248,158.1611,24.41,100,100,1.54,FM,1698607130
457,tadine,-21.55,167.8833,20.23,63,42,5.18,NC,1698607130
458,pasuquin,18.3328,120.6177,24.97,88,20,1.54,PH,1698607130
459,butterworth,5.3991,100.3638,25.63,94,20,2.06,MY,1698607130
460,olivenza,38.6832,-7.103,15.73,95,100,5.66,ES,1698607130
461,hirara,24.8,125.2833,22.15,83,75,2.57,JP,1698607131
462,castillos,-34.1667,-53.8333,19.89,76,45,4.67,UY,1698607131
463,luanda,-8.8368,13.2343,26.0,83,20,5.66,AO,1698606397
464,prado,-17.3411,-39.2208,26.36,69,76,6.35,BR,1698607131
465,abingdon,51.6711,-1.2828,10.77,90,40,5.66,GB,1698607131
466,tomsk,58.5,82.5,-9.84,92,10,1.08,RU,1698607131
467,marion,39.7684,-86.1555,11.43,93,100,2.06,US,1698606857
468,moroni,-11.7022,43.2551,26.21,78,7,1.27,KM,1698607132
469,pechora,65.1472,57.2244,-8.97,80,100,1.79,RU,1698607132
470,revda,56.801,59.9303,-3.12,95,100,5.57,RU,1698607132
471,las tablas,7.7667,-80.2833,29.56,69,100,1.48,PA,1698607132
472,xilin hot,43.9667,116.0333,-0.25,42,0,1.84,CN,1698607132
473,griffith,41.5284,-87.4237,8.86,84,100,3.09,US,1698607132
474,wuwei,37.9281,102.6414,10.73,29,0,1.43,CN,1698607133
475,birao,10.2849,22.7882,26.78,52,4,2.53,CF,1698607133
476,padang,-0.9492,100.3543,25.03,89,100,1.27,ID,1698607133
477,fisterra,42.9049,-9.2629,11.53,74,100,8.44,ES,1698607133
478,llerena,38.2354,-6.0739,14.68,87,100,7.26,ES,1698607133
479,moyo,3.6609,31.7247,20.29,92,100,0.12,UG,1698607133
480,warrnambool,-38.3833,142.4833,10.59,83,9,6.45,AU,1698606985
481,puerto armuelles,8.2833,-82.8667,29.99,75,67,4.47,PA,1698607134
482,karaman,37.0833,33.25,16.03,41,100,1.82,TR,1698607134
483,belomorsk,64.5232,34.7668,-5.52,96,16,2.27,RU,1698607134
484,ola,59.5833,151.2833,-2.01,69,12,2.51,RU,1698607134
485,dowlatabad,32.7998,51.6955,16.82,27,0,2.06,IR,1698607134
486,tutong,4.8,114.65,25.05,88,91,1.84,BN,1698607134
487,stettler,52.3168,-112.7186,-0.7,86,11,4.12,CA,1698607134
488,dodola,6.9833,39.1833,13.15,94,93,0.88,ET,1698607135
489,par naogaon,24.8029,88.9508,21.64,73,3,1.78,BD,1698607135
490,kulykivka,51.3735,31.6466,7.35,87,97,2.38,UA,1698607135
491,schonefeld,52.3833,13.5167,14.43,91,100,6.69,DE,1698607135
492,ust'-uda,54.1742,103.0304,-6.95,69,7,1.25,RU,1698607135
493,guarapari,-20.6667,-40.4975,26.85,70,100,10.49,BR,1698607135
494,fada,9.5667,8.3,24.19,61,81,0.56,NG,1698607136
495,lindsay,36.203,-119.0882,22.23,43,0,2.06,US,1698607136
496,lianzhou,24.7811,112.3825,18.05,95,17,1.24,CN,1698607136
497,island harbour,50.724,-1.2758,12.79,83,80,3.13,GB,1698607136
498,cooper's town,26.8667,-77.5167,25.9,69,0,9.21,BS,1698607136
499,okhotsk,59.3833,143.3,-6.38,78,32,4.13,RU,1698607136
500,santa marta,11.2408,-74.199,31.05,66,20,6.69,CO,1698607041
501,tarawa,1.419,172.984,28.05,89,75,0.0,KI,1698607136
502,reggane,26.7158,0.1714,31.7,13,1,2.76,DZ,1698607137
503,antonio enes,-16.2325,39.9086,26.21,79,0,5.65,MZ,1698607137
504,port macquarie,-31.4333,152.9167,10.5,90,14,3.72,AU,1698607124
505,bonny,4.4522,7.1681,27.35,81,100,2.12,NG,1698607137
506,malango,-2.9627,119.9001,18.28,91,100,1.09,ID,1698607137
507,altai,46.3722,96.2583,0.95,71,86,10.79,MN,1698607137
508,floro,61.5996,5.0328,5.54,41,0,3.6,NO,1698607137
509,sao joao de pirabas,-0.7747,-47.1772,29.72,64,34,4.84,BR,1698607137
510,waiuku,-37.25,174.75,15.67,92,100,7.39,NZ,1698607138
511,palmer,42.1584,-72.3287,8.81,81,100,3.09,US,1698607138
512,kant,27.8,79.8,21.86,51,0,2.24,IN,1698607138
513,kudahuvadhoo,2.6708,72.8944,28.13,75,100,6.93,MV,1698607138
514,abepura,-2.6333,140.5833,25.45,89,40,1.54,ID,1698607138
515,madera,37.1666,-119.8343,21.65,35,0,2.49,US,1698607138
516,madang,-5.2246,145.7966,24.37,91,100,1.16,PG,1698607138
517,oliver,49.1831,-119.5524,4.14,45,7,2.57,CA,1698607139
518,ulladulla,-35.35,150.4667,15.4,42,74,3.16,AU,1698607139
519,alice springs,-23.7,133.8833,15.75,16,61,0.0,AU,1698607022
520,salcininkai,54.3,25.3833,2.69,95,100,6.44,LT,1698607139
521,kilinochchi,9.3961,80.3982,25.41,88,92,2.14,LK,1698607139
522,kenora,49.8167,-94.4337,-2.46,74,100,4.12,CA,1698607139
523,ripky,51.801,31.0838,5.62,87,100,2.53,UA,1698607139
524,nagqu,31.5,92.0,-3.37,73,100,1.82,CN,1698607139
525,zabaykal'sk,49.6333,117.3167,-6.83,35,0,2.96,RU,1698607140
526,sabang,5.8933,95.3214,27.29,74,97,0.81,ID,1698607140
527,kenai,60.5544,-151.2583,4.52,77,100,8.23,US,1698607140
528,al wajh,26.2455,36.4525,26.97,44,20,2.06,SA,1698607140
529,sunland park,31.7965,-106.58,25.34,26,0,4.63,US,1698607140
530,taroa,8.7058,171.2275,28.52,80,100,9.56,MH,1698607140
531,monte alegre,-2.0078,-54.0692,37.72,29,7,3.64,BR,1698607140
532,tonghae,37.5439,129.1069,12.35,71,0,2.5,KR,1698607141
533,mahdia,35.5047,11.0622,24.97,82,100,6.15,TN,1698607141
534,mahibadhoo,3.7833,72.9667,27.63,78,100,5.95,MV,1698607141
535,nuku'alofa,-21.1333,-175.2,25.19,88,20,6.69,TO,1698607141
536,weno,7.4515,151.8468,27.97,89,100,3.6,FM,1698607141
537,arawa,-6.2132,155.5367,24.93,93,100,1.01,PG,1698607141
538,nuuk,64.1835,-51.7216,-0.66,86,100,5.66,GL,1698607142
539,market deeping,52.6765,-0.3163,10.67,93,100,4.63,GB,1698607142
540,pacific grove,36.6177,-121.9166,21.88,26,0,5.81,US,1698607142
541,kangding,30.0513,101.9603,6.23,53,1,1.99,CN,1698607142
542,bodo,67.28,14.405,-2.9,86,0,7.2,NO,1698607142
543,enriquillo,17.9,-71.2333,31.82,72,100,3.11,DO,1698607142
544,ciudad sabinas hidalgo,26.5,-100.1667,30.79,50,21,2.55,MX,1698607142
545,kamaishi,39.2667,141.8833,12.21,81,79,5.14,JP,1698607143
546,san clemente,33.427,-117.612,26.73,20,0,3.13,US,1698606888
547,devils lake,48.1128,-98.8651,-5.03,81,0,6.17,US,1698607143
548,kamina,-8.7386,24.9906,22.42,73,98,2.59,CD,1698607143
549,ponte de sor,39.2496,-8.0101,17.6,95,100,2.49,PT,1698607143
550,nykarleby,63.5228,22.5307,-1.66,98,100,1.36,FI,1698607144
551,tumut,-35.3,148.2167,11.55,48,35,0.66,AU,1698607144
552,chilecito,-29.1619,-67.4974,34.99,4,83,10.84,AR,1698607144
553,luau,-10.7073,22.2247,21.45,73,37,2.03,AO,1698607144
554,al ahmadi,29.0769,48.0839,27.35,43,88,3.31,KW,1698607144
555,la passe,45.5549,-0.8967,14.43,89,100,5.45,FR,1698607145
556,kota belud,6.351,116.4305,24.97,86,18,2.17,MY,1698607145
557,vallenar,-28.5708,-70.7581,23.66,24,4,5.28,CL,1698607145
558,hue,16.4667,107.6,25.06,100,75,1.03,VN,1698606910
559,breckenridge,32.7557,-98.9023,4.49,100,100,5.66,US,1698606919
560,sao joao da barra,-21.6403,-41.0511,29.05,82,100,10.05,BR,1698607146
561,nueva loja,0.0847,-76.8828,28.01,78,75,1.54,EC,1698607146
562,lensk,60.7253,114.9278,-6.21,63,97,3.65,RU,1698607146
563,sulak,43.2734,47.5146,18.96,63,22,1.69,RU,1698607147
564,talakan,50.3167,130.3667,1.21,69,100,2.45,RU,1698607147
565,el molar,40.7322,-3.5797,14.67,90,100,6.86,ES,1698607147
566,rundu,-17.9333,19.7667,26.9,35,68,2.9,NA,1698607147
567,aldinga beach,-35.2793,138.4604,14.24,80,70,6.63,AU,1698607148
568,placido de castro,-10.3353,-67.1856,27.81,70,100,1.36,BR,1698607148
569,selebi-phikwe,-21.979,27.8498,16.26,73,100,10.92,BW,1698607148
570,shumen,43.2706,26.9229,16.31,52,0,2.07,BG,1698607148
571,charters towers,-20.1,146.2667,16.7,75,9,3.08,AU,1698607149
572,whakatane,-37.9585,176.9854,12.65,89,100,6.97,NZ,1698607149
573,ugoofaaru,5.6667,73.0,27.83,74,100,4.81,MV,1698607149
574,belen,36.4891,36.2233,19.11,44,0,2.06,TR,1698607149
575,yarmouth,41.7057,-70.2286,10.57,89,100,3.6,US,1698607150
